order_id,customer_id,restaurant_id,order_datetime,order_value,discount_amount,delivery_fee,commission_pct,operational_cost
1964,204,83,2024-03-06 19:31:00,589.51,0.0,40,0.18,21.74
1965,161,191,2024-03-14 16:18:00,329.83,16.49,30,0.15,13.61
1966,1564,417,2024-01-03 20:34:00,214.07,0.0,40,0.18,17.94
1967,392,143,2024-03-06 01:30:00,413.05,0.0,40,0.2,27.68
1968,769,237,2024-03-18 04:18:00,100.82,0.0,20,0.15,13.21
1969,1701,287,2024-02-04 03:59:00,1099.43,0.0,50,0.18,40.76
1970,575,277,2024-03-27 13:28:00,667.35,66.74,50,0.2,31.93
1971,534,387,2024-03-13 12:42:00,236.22,0.0,30,0.2,19.75
1972,1094,382,2024-03-06 13:46:00,460.37,0.0,40,0.18,15.26
1973,893,450,2024-02-15 05:33:00,862.62,129.39,40,0.18,32.06
1974,405,291,2024-01-15 18:05:00,148.2,0.0,30,0.18,16.83
1975,608,169,2024-03-22 21:47:00,565.69,0.0,30,0.18,25.03
1976,1699,443,2024-03-16 09:34:00,437.75,0.0,30,0.2,18.83
1977,1615,144,2024-01-31 01:06:00,1009.94,0.0,30,0.15,36.46
1978,1541,184,2024-03-03 08:02:00,351.5,0.0,20,0.15,25.27
1979,828,45,2024-03-11 15:19:00,184.32,0.0,20,0.18,18.81
1980,1144,243,2024-01-09 17:55:00,67.31,3.37,50,0.15,8.57
1981,1838,315,2024-03-05 18:14:00,468.11,23.41,50,0.2,26.13
1982,690,434,2024-01-28 05:38:00,729.8,72.98,20,0.18,21.94
1983,1712,469,2024-01-18 11:03:00,318.2,0.0,30,0.18,23.36
1984,902,268,2024-02-02 01:38:00,643.72,0.0,50,0.15,26.99
1985,1241,476,2024-02-19 19:00:00,308.58,0.0,20,0.2,16.31
1986,56,253,2024-03-09 04:16:00,251.66,0.0,40,0.15,18.53
1987,366,396,2024-01-06 09:47:00,64.75,6.48,20,0.15,18.65
1988,1723,289,2024-02-26 13:40:00,214.81,21.48,40,0.18,16.97
1989,1528,212,2024-02-14 19:17:00,562.58,0.0,50,0.15,23.4
1990,1768,488,2024-02-01 10:46:00,376.53,18.83,40,0.2,15.71
1991,1791,177,2024-02-29 17:05:00,189.87,0.0,20,0.15,14.29
1992,1949,21,2024-01-01 01:21:00,58.8,0.0,40,0.18,13.97
1993,455,316,2024-01-03 02:05:00,274.97,0.0,40,0.18,12.21
1994,104,52,2024-02-21 08:24:00,179.46,17.95,20,0.18,19.28
1995,77,438,2024-01-01 05:34:00,707.57,0.0,50,0.2,32.57
1996,230,423,2024-03-26 17:18:00,339.95,0.0,50,0.15,23.65
1997,1938,233,2024-02-23 05:19:00,506.71,0.0,50,0.15,22.43
1998,1282,433,2024-02-10 10:17:00,133.44,6.67,40,0.15,7.79
1999,1288,123,2024-03-15 11:28:00,351.79,0.0,20,0.15,18.88
2000,331,362,2024-03-17 13:37:00,103.77,0.0,50,0.2,8.93
2001,1206,448,2024-01-18 11:29:00,151.56,0.0,30,0.18,19.16
2002,893,100,2024-03-07 16:30:00,698.73,0.0,30,0.15,20.88
2003,1792,214,2024-03-16 20:47:00,342.23,0.0,40,0.15,13.69
2004,1574,410,2024-01-17 06:52:00,304.84,0.0,40,0.15,18.79
2005,688,327,2024-01-19 05:34:00,462.53,23.13,40,0.2,17.87
2006,27,135,2024-02-18 05:13:00,23.29,0.0,20,0.15,9.09
2007,1300,456,2024-02-09 15:50:00,255.76,12.79,50,0.18,24.51
2008,1676,318,2024-02-09 18:13:00,814.55,81.46,30,0.2,25.7
2009,299,218,2024-02-18 17:44:00,273.95,13.7,30,0.15,24.27
2010,957,88,2024-02-22 05:30:00,161.27,8.06,30,0.18,11.71
2011,799,280,2024-02-27 10:22:00,412.43,0.0,30,0.2,26.72
2012,1115,40,2024-03-05 01:26:00,210.01,0.0,40,0.18,12.25
2013,480,240,2024-01-14 20:50:00,266.14,26.61,30,0.15,12.94
2014,573,332,2024-01-03 15:14:00,179.82,17.98,30,0.18,12.76
2015,458,431,2024-01-21 06:24:00,158.49,0.0,40,0.15,14.5
2016,1475,136,2024-03-04 06:15:00,110.92,0.0,40,0.15,10.35
2017,365,182,2024-02-26 04:00:00,327.32,0.0,20,0.2,20.79
2018,859,265,2024-03-18 04:58:00,534.91,0.0,50,0.15,22.72
2019,1699,259,2024-01-27 15:25:00,898.25,134.74,50,0.2,31.05
2020,351,182,2024-01-22 16:17:00,302.53,0.0,40,0.15,21.02
2021,1679,21,2024-03-14 03:54:00,958.51,0.0,30,0.15,31.1
2022,1424,351,2024-01-04 12:11:00,455.42,0.0,30,0.18,15.52
2023,253,432,2024-02-27 09:42:00,699.65,69.96,30,0.2,24.29
2024,781,431,2024-02-18 16:00:00,436.77,0.0,20,0.2,21.5
2025,1905,472,2024-01-09 22:35:00,148.4,14.84,20,0.18,10.65
2026,803,196,2024-02-18 12:51:00,307.49,30.75,20,0.18,18.54
2027,1012,212,2024-01-14 21:12:00,116.6,5.83,50,0.15,9.18
2028,459,447,2024-03-22 21:59:00,158.03,0.0,40,0.18,13.45
2029,1723,16,2024-02-05 21:02:00,333.16,0.0,50,0.18,24.25
2030,917,202,2024-03-29 02:50:00,619.62,30.98,30,0.18,18.1
2031,499,363,2024-03-15 00:29:00,633.52,31.68,50,0.15,18.22
2032,950,218,2024-03-18 12:12:00,142.96,0.0,20,0.2,13.85
2033,1995,93,2024-03-24 20:23:00,333.41,0.0,30,0.15,25.39
2034,1950,133,2024-03-21 14:23:00,1175.23,0.0,50,0.15,37.72
2035,508,139,2024-02-10 14:35:00,331.22,0.0,20,0.18,21.93
2036,1328,157,2024-01-22 13:54:00,286.18,0.0,50,0.15,19.07
2037,501,493,2024-02-17 06:12:00,60.09,0.0,50,0.18,17.83
2038,803,335,2024-01-16 17:02:00,136.32,0.0,40,0.15,13.84
2039,598,70,2024-03-18 09:39:00,88.04,0.0,40,0.18,18.0
2040,166,304,2024-03-20 16:58:00,216.45,0.0,30,0.18,23.34
2041,1439,15,2024-03-19 23:07:00,358.01,0.0,30,0.2,17.34
2042,462,235,2024-02-16 12:55:00,193.36,9.67,20,0.2,15.03
2043,920,212,2024-02-27 13:14:00,218.73,0.0,30,0.2,12.0
2044,114,290,2024-03-05 06:23:00,120.81,18.12,50,0.15,9.18
2045,1457,60,2024-01-29 11:02:00,181.24,9.06,30,0.15,19.87
2046,992,252,2024-02-11 00:29:00,462.27,0.0,50,0.2,23.07
2047,1380,446,2024-02-01 07:18:00,519.01,77.85,30,0.2,26.12
2048,1952,2,2024-03-22 22:33:00,1011.25,0.0,30,0.18,27.75
2049,1719,236,2024-02-05 07:53:00,358.83,0.0,30,0.2,23.53
2050,207,336,2024-02-14 07:18:00,389.98,0.0,30,0.18,17.51
2051,1792,19,2024-02-10 19:44:00,66.84,3.34,40,0.18,15.63
2052,1259,482,2024-01-16 03:56:00,505.12,0.0,20,0.15,27.82
2053,1466,49,2024-03-06 19:42:00,709.89,106.48,40,0.15,28.43
2054,1379,78,2024-03-27 19:50:00,362.56,18.13,30,0.15,14.82
2055,515,472,2024-02-17 06:43:00,100.73,0.0,50,0.15,14.52
2056,1232,28,2024-03-12 16:27:00,128.7,0.0,30,0.15,11.37
2057,709,48,2024-01-20 12:50:00,280.8,0.0,30,0.15,18.91
2058,1877,96,2024-03-20 18:36:00,260.87,13.04,30,0.15,11.4
2059,1149,165,2024-02-04 00:15:00,115.22,0.0,20,0.18,22.04
2060,138,458,2024-02-15 19:55:00,226.82,0.0,20,0.2,18.84
2061,339,433,2024-02-17 01:32:00,594.81,0.0,30,0.15,22.62
2062,537,365,2024-01-15 11:10:00,342.86,0.0,50,0.2,17.03
2063,68,176,2024-02-15 21:56:00,75.97,0.0,20,0.2,15.23
2064,1597,73,2024-03-22 03:29:00,677.22,0.0,40,0.15,28.63
2065,1565,472,2024-01-11 00:39:00,119.7,11.97,20,0.18,10.91
2066,383,356,2024-01-04 06:35:00,189.44,9.47,30,0.2,17.05
2067,19,29,2024-01-19 03:07:00,379.5,0.0,50,0.15,25.44
2068,683,444,2024-03-04 12:40:00,802.18,0.0,50,0.18,33.2
2069,1474,157,2024-03-08 13:40:00,353.31,0.0,30,0.15,14.83
2070,74,314,2024-01-31 03:14:00,188.23,0.0,50,0.15,14.51
2071,573,304,2024-03-05 15:43:00,471.96,0.0,30,0.2,26.3
2072,939,279,2024-01-27 20:25:00,353.45,17.67,50,0.15,16.71
2073,1689,283,2024-03-22 15:50:00,437.15,0.0,50,0.15,25.28
2074,1300,479,2024-03-30 00:48:00,728.83,0.0,40,0.18,30.22
2075,1072,491,2024-01-23 12:25:00,253.55,12.68,30,0.2,12.81
2076,211,7,2024-02-11 13:54:00,82.24,8.22,50,0.2,17.1
2077,855,305,2024-01-29 18:32:00,453.28,0.0,30,0.15,26.62
2078,1944,182,2024-02-27 11:38:00,507.9,25.4,40,0.15,28.77
2079,651,109,2024-01-31 12:29:00,211.09,21.11,40,0.2,12.9
2080,1646,324,2024-02-28 14:00:00,569.54,0.0,50,0.15,31.34
2081,994,206,2024-02-23 18:34:00,635.9,63.59,40,0.15,25.07
2082,695,234,2024-03-10 10:56:00,45.56,0.0,40,0.15,9.68
2083,540,426,2024-03-21 00:03:00,274.66,0.0,20,0.2,21.32
2084,1733,458,2024-03-14 08:59:00,90.21,0.0,50,0.2,17.5
2085,1215,187,2024-03-16 14:49:00,294.86,0.0,50,0.18,20.11
2086,1339,428,2024-02-27 20:15:00,300.5,0.0,20,0.18,13.18
2087,901,482,2024-03-02 12:44:00,54.63,0.0,20,0.15,6.57
2088,1587,410,2024-01-03 13:09:00,430.36,21.52,40,0.18,24.64
2089,1685,407,2024-02-25 11:58:00,265.12,13.26,40,0.15,15.54
2090,780,329,2024-01-11 17:16:00,180.39,0.0,50,0.18,10.07
2091,1586,357,2024-02-28 13:10:00,569.4,0.0,40,0.15,30.36
2092,1924,8,2024-01-26 00:30:00,90.25,4.51,30,0.15,20.7
2093,1782,53,2024-01-04 05:18:00,835.77,0.0,30,0.2,31.35
2094,1137,398,2024-02-17 12:02:00,763.65,38.18,50,0.2,23.91
2095,170,199,2024-02-09 14:00:00,431.84,21.59,30,0.18,28.41
2096,1492,391,2024-01-07 10:11:00,186.7,9.33,20,0.15,12.35
2097,1702,137,2024-01-07 05:08:00,288.75,0.0,50,0.15,10.93
2098,1945,259,2024-02-06 13:27:00,60.19,0.0,30,0.2,19.7
2099,1038,334,2024-03-02 09:34:00,324.67,0.0,40,0.15,14.44
2100,1739,401,2024-02-15 15:23:00,288.88,0.0,20,0.2,20.22
2101,288,498,2024-03-08 22:06:00,728.19,72.82,40,0.18,23.14
2102,1931,172,2024-03-16 14:37:00,497.17,24.86,20,0.2,21.65
2103,189,86,2024-03-01 01:38:00,347.33,34.73,50,0.15,17.99
2104,914,46,2024-03-07 06:47:00,587.5,0.0,30,0.2,22.37
2105,1179,346,2024-03-29 23:57:00,193.7,19.37,50,0.2,13.64
2106,1591,186,2024-02-09 18:05:00,317.38,15.87,40,0.2,11.58
2107,694,156,2024-01-14 06:18:00,89.94,0.0,40,0.2,10.02
2108,1746,493,2024-01-06 03:28:00,240.68,0.0,20,0.15,24.73
2109,888,398,2024-02-27 02:15:00,567.85,56.78,20,0.2,16.47
2110,471,9,2024-02-17 23:09:00,87.76,0.0,50,0.15,7.83
2111,1099,115,2024-02-18 09:16:00,221.38,33.21,30,0.18,9.91
2112,277,154,2024-02-14 10:22:00,251.16,12.56,40,0.2,17.73
2113,940,130,2024-03-12 01:46:00,529.04,26.45,50,0.15,16.13
2114,1669,331,2024-03-04 23:54:00,139.18,0.0,50,0.18,15.83
2115,1367,81,2024-02-29 20:30:00,183.77,0.0,20,0.18,13.57
2116,1449,384,2024-02-06 06:03:00,362.98,36.3,50,0.2,25.43
2117,571,290,2024-02-07 22:17:00,524.39,0.0,20,0.15,20.87
2118,1535,147,2024-03-07 21:11:00,390.95,0.0,30,0.2,25.12
2119,857,295,2024-03-14 15:17:00,149.83,0.0,40,0.15,18.56
2120,1001,466,2024-02-25 16:52:00,144.34,0.0,50,0.2,22.43
2121,1206,269,2024-03-27 14:00:00,450.21,45.02,50,0.2,20.64
2122,458,133,2024-01-05 04:05:00,483.47,0.0,50,0.15,28.99
2123,918,50,2024-02-19 14:06:00,574.27,0.0,30,0.2,26.19
2124,1875,23,2024-02-18 05:20:00,914.4,0.0,50,0.2,29.03
2125,833,378,2024-02-03 11:55:00,265.2,0.0,30,0.2,17.65
2126,1088,376,2024-01-09 07:33:00,354.32,0.0,40,0.15,23.04
2127,839,88,2024-02-02 14:56:00,406.94,0.0,40,0.18,26.41
2128,1284,413,2024-02-17 01:57:00,220.76,22.08,30,0.2,15.5
2129,193,112,2024-02-10 21:06:00,109.81,0.0,40,0.18,21.34
2130,1679,111,2024-03-18 07:49:00,718.26,0.0,50,0.2,26.54
2131,616,72,2024-01-13 08:44:00,314.23,15.71,20,0.2,22.84
2132,1996,154,2024-03-02 12:53:00,257.09,12.85,40,0.2,23.76
2133,406,463,2024-02-13 00:16:00,260.53,0.0,50,0.18,13.51
2134,1750,57,2024-02-02 19:56:00,202.98,0.0,50,0.2,12.07
2135,1778,257,2024-01-18 03:20:00,402.16,20.11,40,0.2,23.27
2136,943,156,2024-02-12 08:07:00,797.79,0.0,50,0.15,30.44
2137,721,113,2024-01-12 17:02:00,453.95,0.0,20,0.18,26.5
2138,93,318,2024-03-01 17:18:00,639.71,0.0,20,0.15,25.92
2139,430,47,2024-03-13 20:01:00,241.79,12.09,20,0.18,20.73
2140,654,238,2024-01-28 11:13:00,351.32,0.0,30,0.18,14.58
2141,1458,334,2024-01-07 04:04:00,529.56,0.0,50,0.18,23.77
2142,1428,106,2024-02-17 14:54:00,588.15,0.0,40,0.15,16.92
2143,434,482,2024-02-11 21:13:00,720.15,72.02,50,0.18,29.63
2144,1136,187,2024-01-23 21:21:00,491.34,0.0,20,0.2,29.39
2145,1953,159,2024-01-22 22:02:00,167.33,0.0,20,0.18,10.98
2146,375,198,2024-01-19 02:25:00,222.4,22.24,20,0.18,11.5
2147,1083,382,2024-01-23 06:44:00,241.04,24.1,50,0.18,16.92
2148,1067,177,2024-03-20 16:26:00,422.34,21.12,50,0.2,20.14
2149,207,261,2024-02-05 10:38:00,535.16,0.0,50,0.2,22.35
2150,780,287,2024-02-23 16:57:00,338.57,0.0,30,0.18,16.13
2151,1320,293,2024-01-15 13:17:00,1510.12,151.01,20,0.18,37.28
2152,1142,335,2024-03-24 06:30:00,175.31,0.0,40,0.2,22.35
2153,532,143,2024-02-17 07:16:00,435.73,21.79,20,0.2,18.94
2154,1246,308,2024-03-04 22:40:00,608.95,0.0,20,0.18,23.29
2155,166,491,2024-03-18 05:03:00,571.61,0.0,30,0.2,22.75
2156,643,197,2024-02-13 05:58:00,405.0,20.25,20,0.15,15.02
2157,1180,476,2024-03-17 18:29:00,270.31,0.0,20,0.2,13.38
2158,1208,225,2024-01-23 12:54:00,286.48,14.32,30,0.2,10.92
2159,90,395,2024-03-18 17:37:00,127.52,0.0,30,0.15,15.01
2160,1118,43,2024-02-07 08:36:00,299.48,0.0,50,0.2,19.3
2161,13,454,2024-01-08 19:57:00,77.53,7.75,30,0.15,9.75
2162,973,151,2024-03-14 13:27:00,371.1,0.0,40,0.15,18.77
2163,1858,296,2024-03-09 10:04:00,605.4,60.54,20,0.2,27.47
2164,805,63,2024-02-16 02:51:00,1024.64,153.7,50,0.18,29.38
2165,945,130,2024-02-23 14:30:00,560.56,0.0,40,0.15,21.72
2166,742,255,2024-02-11 17:09:00,812.4,40.62,20,0.15,31.81
2167,1858,463,2024-02-16 08:12:00,594.36,0.0,30,0.18,25.84
2168,1828,343,2024-02-06 00:21:00,98.77,4.94,50,0.2,14.57
2169,1462,214,2024-03-22 12:59:00,378.64,18.93,40,0.18,25.6
2170,1562,73,2024-02-04 08:47:00,125.47,6.27,30,0.18,8.57
2171,1611,431,2024-01-29 14:24:00,1046.41,0.0,50,0.15,33.82
2172,1992,104,2024-01-17 05:58:00,271.46,0.0,30,0.18,20.93
2173,876,158,2024-02-25 11:46:00,57.21,5.72,30,0.18,10.29
2174,1960,272,2024-01-20 19:17:00,80.97,0.0,50,0.18,10.93
2175,1835,315,2024-03-06 13:15:00,461.19,46.12,50,0.2,21.7
2176,1174,238,2024-02-16 09:03:00,224.9,0.0,30,0.18,14.61
2177,660,303,2024-01-18 01:24:00,472.76,0.0,50,0.2,20.81
2178,1032,372,2024-03-28 04:50:00,1029.54,51.48,40,0.2,35.96
2179,1053,158,2024-03-23 09:25:00,287.44,28.74,30,0.18,16.34
2180,296,109,2024-03-18 11:14:00,115.76,0.0,30,0.2,7.73
2181,986,9,2024-01-05 22:31:00,1148.33,0.0,30,0.2,29.36
2182,926,321,2024-01-15 13:33:00,1236.47,0.0,20,0.18,37.32
2183,1745,59,2024-03-10 13:50:00,295.34,0.0,20,0.2,24.93
2184,640,358,2024-01-01 05:10:00,287.85,28.79,40,0.18,15.04
2185,340,192,2024-02-22 23:36:00,650.33,0.0,50,0.15,18.36
2186,628,136,2024-01-13 11:48:00,164.27,0.0,30,0.15,20.49
2187,439,251,2024-01-16 07:23:00,1065.97,0.0,50,0.18,37.9
2188,1168,379,2024-02-06 21:34:00,820.57,41.03,30,0.2,34.48
2189,942,436,2024-03-03 20:00:00,592.56,0.0,40,0.15,23.84
2190,830,146,2024-03-11 17:30:00,598.8,0.0,50,0.18,18.11
2191,1771,347,2024-03-24 00:09:00,292.6,14.63,40,0.18,13.07
2192,519,466,2024-02-08 10:06:00,214.45,10.72,50,0.15,23.69
2193,976,352,2024-03-12 23:35:00,339.72,0.0,20,0.15,24.63
2194,1069,58,2024-03-03 10:57:00,230.31,0.0,50,0.15,18.71
2195,955,177,2024-01-13 01:41:00,854.24,0.0,20,0.2,22.86
2196,1263,288,2024-01-24 02:24:00,335.68,0.0,40,0.18,12.71
2197,952,245,2024-01-16 07:49:00,482.71,0.0,30,0.2,17.4
2198,944,48,2024-03-21 07:31:00,58.09,0.0,50,0.18,16.04
2199,155,301,2024-01-30 20:04:00,907.53,90.75,30,0.15,37.74
2200,1205,438,2024-02-16 08:14:00,116.5,0.0,30,0.2,16.02
2201,1239,356,2024-03-16 14:01:00,504.73,25.24,50,0.2,27.66
2202,88,100,2024-01-05 02:30:00,263.02,13.15,30,0.18,21.75
2203,1280,213,2024-02-19 07:40:00,650.84,97.63,50,0.15,21.95
2204,1535,302,2024-02-02 01:25:00,519.36,51.94,20,0.15,24.13
2205,1097,480,2024-02-15 21:52:00,129.69,12.97,30,0.15,18.2
2206,931,415,2024-03-22 20:08:00,578.43,0.0,40,0.2,21.4
2207,179,165,2024-01-23 19:01:00,147.74,0.0,30,0.2,17.12
2208,212,400,2024-03-20 08:53:00,197.11,19.71,20,0.15,10.88
2209,1829,430,2024-01-31 19:52:00,90.67,0.0,30,0.2,18.82
2210,1258,126,2024-02-03 18:03:00,330.54,0.0,30,0.15,16.27
2211,465,302,2024-01-23 21:56:00,252.12,25.21,20,0.18,14.61
2212,1775,462,2024-03-04 02:50:00,798.2,0.0,20,0.18,31.91
2213,1247,121,2024-03-20 12:14:00,1159.05,0.0,20,0.2,39.95
2214,631,88,2024-03-07 12:05:00,322.48,0.0,50,0.18,22.4
2215,825,217,2024-02-23 20:38:00,990.28,99.03,50,0.18,29.8
2216,1288,61,2024-02-16 04:40:00,190.56,9.53,30,0.18,22.62
2217,1231,302,2024-02-24 07:16:00,411.24,61.69,40,0.18,22.15
2218,607,179,2024-01-18 09:24:00,496.25,0.0,40,0.2,20.32
2219,885,190,2024-02-28 14:27:00,541.34,0.0,50,0.18,21.03
2220,1758,163,2024-01-30 17:29:00,331.22,0.0,20,0.18,12.81
2221,366,81,2024-01-24 02:59:00,959.12,0.0,40,0.15,26.69
2222,276,494,2024-02-25 00:47:00,288.59,0.0,20,0.18,20.57
2223,380,170,2024-02-23 07:23:00,37.83,1.89,40,0.15,10.48
2224,1767,301,2024-02-13 12:07:00,392.97,19.65,30,0.18,16.73
2225,1333,374,2024-02-21 02:04:00,392.66,39.27,40,0.18,12.93
2226,1655,196,2024-02-27 06:41:00,100.11,5.01,50,0.15,19.66
2227,1292,203,2024-01-23 19:37:00,384.37,0.0,50,0.18,16.76
2228,945,47,2024-01-27 17:43:00,225.09,0.0,40,0.15,14.11
2229,1809,463,2024-02-15 06:57:00,104.95,0.0,30,0.2,22.01
2230,1088,158,2024-01-19 01:02:00,168.62,0.0,50,0.2,15.55
2231,810,408,2024-03-29 10:24:00,188.15,0.0,40,0.2,16.82
2232,1374,194,2024-03-11 10:49:00,417.46,0.0,20,0.2,14.23
2233,925,427,2024-02-16 09:48:00,198.38,19.84,20,0.18,16.59
2234,1939,418,2024-02-06 23:42:00,260.31,13.02,40,0.2,16.59
2235,494,279,2024-01-17 14:00:00,203.19,0.0,20,0.15,22.12
2236,1547,317,2024-03-09 02:34:00,544.89,0.0,20,0.18,23.74
2237,1122,479,2024-01-06 05:59:00,547.68,0.0,30,0.15,28.99
2238,1970,421,2024-01-26 09:09:00,126.91,0.0,50,0.2,18.86
2239,1095,269,2024-03-23 11:15:00,176.21,8.81,50,0.15,8.71
2240,364,481,2024-03-23 01:53:00,93.31,0.0,30,0.2,21.46
2241,570,199,2024-01-25 09:59:00,104.42,5.22,50,0.18,8.19
2242,1826,224,2024-02-04 23:30:00,447.93,0.0,20,0.15,14.48
2243,763,263,2024-02-11 04:09:00,235.81,35.37,40,0.2,14.37
2244,276,426,2024-03-01 11:15:00,506.25,0.0,30,0.2,21.49
2245,50,166,2024-02-24 16:20:00,323.86,0.0,50,0.18,14.83
2246,1382,180,2024-01-02 13:32:00,339.29,33.93,40,0.2,19.24
2247,728,428,2024-03-11 23:15:00,177.86,0.0,50,0.2,23.08
2248,906,192,2024-01-07 20:26:00,358.98,0.0,30,0.15,20.51
2249,928,397,2024-03-21 04:23:00,992.77,0.0,20,0.2,26.53
2250,564,216,2024-03-29 22:16:00,232.36,0.0,50,0.15,23.33
2251,783,284,2024-01-27 09:17:00,859.46,0.0,30,0.2,23.84
2252,485,352,2024-03-29 15:41:00,584.89,0.0,40,0.15,23.56
2253,1108,107,2024-03-28 19:27:00,749.65,0.0,50,0.2,26.92
2254,1923,466,2024-03-28 06:05:00,142.01,0.0,50,0.2,18.76
2255,1829,98,2024-03-03 17:36:00,43.87,0.0,20,0.15,16.07
2256,1662,368,2024-01-06 05:53:00,250.83,25.08,30,0.2,19.26
2257,1832,482,2024-01-23 19:11:00,626.08,0.0,20,0.15,27.07
2258,584,499,2024-02-16 18:03:00,58.27,2.91,40,0.15,17.57
2259,1320,230,2024-03-25 13:39:00,249.07,0.0,40,0.18,12.57
2260,236,257,2024-03-24 03:44:00,302.11,30.21,50,0.2,25.69
2261,56,43,2024-02-01 02:50:00,338.52,0.0,40,0.18,19.95
2262,1943,242,2024-03-14 20:53:00,1873.51,281.03,20,0.18,53.29
2263,360,42,2024-02-10 18:39:00,794.81,39.74,50,0.2,29.58
2264,1931,95,2024-01-09 03:26:00,129.76,0.0,20,0.18,20.73
2265,110,434,2024-02-18 05:31:00,156.66,0.0,30,0.2,16.94
2266,192,254,2024-02-02 22:23:00,144.9,14.49,40,0.18,9.33
2267,904,188,2024-03-18 01:08:00,465.02,0.0,20,0.2,27.41
2268,1117,385,2024-01-01 01:32:00,434.5,0.0,50,0.2,15.23
2269,862,307,2024-02-23 02:30:00,450.57,0.0,20,0.15,21.84
2270,568,400,2024-01-21 19:55:00,848.59,0.0,50,0.18,25.0
2271,1084,167,2024-03-09 01:25:00,329.49,0.0,50,0.2,13.4
2272,650,271,2024-02-13 17:17:00,80.42,0.0,20,0.15,8.44
2273,39,125,2024-01-02 03:57:00,980.86,147.13,30,0.18,37.61
2274,1564,161,2024-03-06 02:58:00,507.88,0.0,30,0.15,20.34
2275,1073,87,2024-01-16 04:52:00,226.2,0.0,40,0.2,14.82
2276,1444,309,2024-01-16 08:34:00,522.18,26.11,40,0.15,25.72
2277,637,489,2024-01-26 10:32:00,419.2,20.96,20,0.2,25.86
2278,1037,226,2024-01-19 18:57:00,107.48,0.0,40,0.18,19.44
2279,36,145,2024-02-13 10:45:00,216.75,0.0,20,0.2,19.05
2280,101,345,2024-03-24 01:44:00,158.57,15.86,20,0.15,18.94
2281,1818,248,2024-03-21 14:49:00,851.04,0.0,20,0.18,31.26
2282,1110,362,2024-03-21 18:14:00,489.66,0.0,40,0.15,27.27
2283,1540,6,2024-03-17 16:52:00,697.32,0.0,50,0.15,24.12
2284,1247,31,2024-02-12 04:33:00,81.51,0.0,20,0.15,10.2
2285,1362,197,2024-01-31 13:51:00,280.98,28.1,20,0.15,13.57
2286,1984,232,2024-02-04 18:09:00,102.89,0.0,30,0.18,16.11
2287,166,296,2024-02-11 20:35:00,497.97,49.8,30,0.18,18.52
2288,383,414,2024-02-03 06:01:00,176.08,8.8,20,0.15,10.47
2289,1880,325,2024-03-12 10:51:00,278.77,0.0,40,0.15,25.04
2290,1919,460,2024-02-06 17:05:00,188.6,0.0,40,0.2,14.44
2291,1400,135,2024-03-22 19:39:00,1194.62,59.73,30,0.2,42.3
2292,1495,493,2024-03-08 09:48:00,106.13,5.31,30,0.18,17.69
2293,790,13,2024-02-05 04:44:00,122.85,18.43,20,0.18,12.68
2294,1666,497,2024-02-08 16:07:00,345.38,17.27,40,0.2,14.04
2295,31,4,2024-02-22 13:45:00,231.28,23.13,30,0.15,22.25
2296,1399,178,2024-02-09 04:38:00,175.55,0.0,40,0.15,21.88
2297,11,234,2024-03-10 12:22:00,239.76,11.99,50,0.15,12.54
2298,1326,259,2024-02-09 19:14:00,573.04,0.0,30,0.15,25.89
2299,96,140,2024-03-18 20:06:00,276.92,41.54,40,0.18,18.98
2300,1214,65,2024-02-05 01:43:00,99.71,0.0,30,0.2,20.92
2301,453,283,2024-01-22 08:20:00,252.77,0.0,50,0.18,19.77
2302,192,363,2024-02-02 01:36:00,448.51,0.0,20,0.15,18.03
2303,486,306,2024-01-07 23:10:00,368.0,0.0,40,0.15,23.1
2304,1290,205,2024-02-22 23:28:00,148.67,0.0,40,0.18,15.89
2305,1448,17,2024-01-05 21:31:00,140.93,0.0,50,0.18,13.03
2306,1152,200,2024-02-08 21:30:00,134.11,0.0,40,0.15,16.8
2307,238,32,2024-03-28 09:51:00,851.58,0.0,40,0.15,36.47
2308,1944,212,2024-03-16 02:39:00,251.69,0.0,20,0.15,22.3
2309,1379,435,2024-01-08 08:29:00,644.6,0.0,40,0.15,29.03
2310,1964,273,2024-01-08 21:55:00,308.22,46.23,40,0.18,12.31
2311,1136,290,2024-01-09 21:53:00,695.61,69.56,30,0.18,20.72
2312,1852,291,2024-02-15 22:14:00,379.2,0.0,30,0.18,21.77
2313,1470,483,2024-02-25 11:43:00,401.37,20.07,50,0.18,13.5
2314,1367,486,2024-01-13 19:08:00,421.82,21.09,40,0.15,23.08
2315,1169,234,2024-01-12 13:22:00,284.46,0.0,20,0.15,15.22
2316,1089,408,2024-03-01 01:31:00,318.2,0.0,50,0.2,13.78
2317,1271,182,2024-01-29 07:31:00,379.46,0.0,20,0.15,13.28
2318,735,146,2024-03-25 11:36:00,947.18,0.0,40,0.18,27.12
2319,991,50,2024-01-08 00:17:00,626.56,0.0,50,0.18,27.97
2320,1514,430,2024-03-28 10:19:00,660.74,33.04,30,0.15,24.96
2321,825,432,2024-02-24 16:23:00,413.67,20.68,30,0.18,13.76
2322,1463,103,2024-03-02 04:16:00,898.18,134.73,30,0.15,24.0
2323,106,33,2024-01-17 06:26:00,335.17,0.0,20,0.2,20.46
2324,181,497,2024-03-26 14:27:00,114.75,0.0,40,0.2,19.85
